countryCode2,countryCode3,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight 
GB,GBR,34,male,urban,high,yes,yes,I know something about it,I would probably vote against it,None of the above,It encourages financial independence and self-responsibility,It is impossible to finance,26_39,1.142.425.954
GB,GBR,30,male,rural,medium,yes,yes,I have heard just a little about it,I would probably vote against it,‰Û_ do more volunteering work,It creates more equality of opportunity,Only the people who need it most should get something from the state,26_39,0.486084914
GB,GBR,49,female,rural,low,no,no,I have heard just a little about it,I would not vote,‰Û_ look for a different job,None of the above,None of the above,40_65,0.333193988
GB,GBR,62,male,urban,medium,yes,yes,I have heard just a little about it,I would not vote,‰Û_ work as a freelancer,None of the above,|It might encourage people to stop working || It is impossible to finance|,40_65,1.368.167.856
GB,GBR,31,female,urban,high,yes,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,|It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs|,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It might encourage people to stop working|,26_39,1.194.747.314
GB,GBR,42,female,urban,medium,yes,yes,I know something about it,I would not vote,None of the above,None of the above,Foreigners might come to my country and take advantage of the benefit,40_65,1.635.288.383
GB,GBR,34,male,rural,medium,no,yes,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || It increases dependence on the state|,26_39,0.486084914
GB,GBR,48,female,urban,low,no,no,I understand it fully,I would vote for it,‰Û_ gain additional skills,|It creates more equality of opportunity || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone|,Foreigners might come to my country and take advantage of the benefit,40_65,1.308.833.085
GB,GBR,25,female,urban,medium,no,no,I know something about it,I would not vote,‰Û_ spend more time with my family,It increases appreciation for household work and volunteering,It is impossible to finance,14_25,2.095.159.817
GB,GBR,29,male,urban,medium,yes,yes,I know something about it,I would not vote,‰Û_ work as a freelancer,|It increases solidarity because it is funded by everyone || It encourages financial independence and self-responsibility|,Only the people who need it most should get something from the state,26_39,1.909.410.255
GB,GBR,25,male,urban,high,yes,no,I know something about it,I would probably vote against it,‰Û_ gain additional skills,|It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|It might encourage people to stop working || It is against the principle of linking merit and reward || It increases dependence on the state|,14_25,141.398.811
GB,GBR,17,male,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,None of the above,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,14_25,3.326.482.743
GB,GBR,14,male,urban,NA,no,no,I know something about it,I would not vote,None of the above,None of the above,None of the above,14_25,1.187.033.567
GB,GBR,23,female,rural,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ stop working,It reduces bureaucracy and administrative expenses,It is against the principle of linking merit and reward,14_25,0.325479279
GB,GBR,48,male,urban,low,no,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,40_65,1.136.057.805
GB,GBR,50,female,urban,high,no,no,I have never heard of it,I would probably vote for it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,None of the above,40_65,142.427.002
GB,GBR,43,male,urban,medium,yes,no,I understand it fully,I would probably vote for it,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,1.368.167.856
GB,GBR,44,female,urban,medium,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state,40_65,1.635.288.383
GB,GBR,48,male,urban,high,no,yes,I know something about it,I would probably vote against it,‰Û_ do more volunteering work,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|It might encourage people to stop working || It increases dependence on the state|,40_65,1.141.259.191
GB,GBR,20,male,urban,low,no,no,I have never heard of it,I would not vote,None of the above,None of the above,Only the people who need it most should get something from the state,14_25,1.031.692.086
GB,GBR,27,female,urban,high,yes,no,I understand it fully,I would probably vote for it,‰Û_ work less,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It increases appreciation for household work and volunteering|,Foreigners might come to my country and take advantage of the benefit,26_39,1.194.747.314
GB,GBR,36,female,urban,NA,yes,no,I have never heard of it,I would probably vote for it,‰Û_ do more volunteering work,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward,26_39,1.613.432.423
GB,GBR,43,female,rural,medium,no,yes,I know something about it,I would not vote,None of the above,None of the above,None of the above,40_65,0.416300798
GB,GBR,42,female,urban,high,yes,yes,I have never heard of it,I would not vote,‰Û_ work as a freelancer,None of the above,None of the above,40_65,142.427.002
GB,GBR,18,female,urban,low,no,no,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,14_25,1.009.226.925
GB,GBR,53,female,urban,low,no,no,I know something about it,I would not vote,None of the above,None of the above,Foreigners might come to my country and take advantage of the benefit,40_65,1.308.833.085
GB,GBR,28,female,urban,medium,no,no,I understand it fully,I would probably vote against it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || Only the people who need it most should get something from the state|,26_39,1.571.512.941
GB,GBR,40,female,rural,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ work less,|It creates more equality of opportunity || It increases solidarity because it is funded by everyone|,|Only the people who need it most should get something from the state || It is against the principle of linking merit and reward || It is impossible to finance|,40_65,0.362581152
GB,GBR,35,male,urban,high,yes,no,I understand it fully,I would probably vote against it,‰Û_ work less,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,26_39,1.142.425.954
GB,GBR,47,male,urban,high,no,no,I know something about it,I would vote for it,‰Û_ work as a freelancer,|It creates more equality of opportunity || It encourages financial independence and self-responsibility || It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs|,|It is impossible to finance || It increases dependence on the state|,40_65,1.141.259.191
GB,GBR,44,female,urban,low,yes,yes,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit,40_65,1.308.833.085
GB,GBR,28,female,rural,medium,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,26_39,0.400065272
GB,GBR,59,female,urban,high,yes,yes,I know something about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It might encourage people to stop working,40_65,142.427.002
GB,GBR,28,male,urban,NA,yes,yes,I understand it fully,I would probably vote against it,‰Û_ work as a freelancer,It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit,26_39,1.177.767.513
GB,GBR,20,female,urban,medium,no,no,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It creates more equality of opportunity || It encourages financial independence and self-responsibility|,None of the above,14_25,2.095.159.817
GB,GBR,30,female,rural,high,no,no,I have heard just a little about it,I would not vote,None of the above,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It creates more equality of opportunity|,|It increases dependence on the state || It might encourage people to stop working || Only the people who need it most should get something from the state|,26_39,0.304150794
GB,GBR,26,female,urban,high,yes,no,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It might encourage people to stop working || It increases dependence on the state|,26_39,1.194.747.314
GB,GBR,59,male,urban,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,|It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses || It creates more equality of opportunity || It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone|,|It increases dependence on the state || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,40_65,1.141.259.191
GB,GBR,34,male,rural,medium,yes,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,|It might encourage people to stop working || It increases dependence on the state|,26_39,0.486084914
GB,GBR,15,male,urban,NA,no,no,I know something about it,I would not vote,‰Û_ work less,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,It might encourage people to stop working,14_25,1.187.033.567
GB,GBR,28,female,rural,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,26_39,0.304150794
GB,GBR,49,female,rural,medium,yes,yes,I know something about it,I would vote for it,‰Û_ work as a freelancer,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,40_65,0.416300798
GB,GBR,41,female,urban,low,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,40_65,1.308.833.085
GB,GBR,15,male,urban,low,no,no,I have never heard of it,I would vote for it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone|,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It might encourage people to stop working|,14_25,1.031.692.086
GB,GBR,43,female,rural,medium,no,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,40_65,0.416300798
GB,GBR,43,female,rural,medium,no,yes,I have heard just a little about it,I would vote for it,None of the above,It encourages financial independence and self-responsibility,None of the above,40_65,0.416300798
GB,GBR,60,male,rural,high,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,40_65,0.290534145
GB,GBR,48,male,rural,low,no,yes,I know something about it,I would vote for it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It increases appreciation for household work and volunteering || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It increases solidarity because it is funded by everyone|,|It is impossible to finance || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,0.289210011
GB,GBR,30,female,urban,high,yes,yes,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,None of the above,It is impossible to finance,26_39,1.194.747.314
GB,GBR,40,male,urban,high,yes,yes,I understand it fully,I would vote for it,‰Û_ spend more time with my family,|It encourages financial independence and self-responsibility || It reduces bureaucracy and administrative expenses|,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance|,40_65,1.141.259.191
GB,GBR,36,female,rural,NA,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,26_39,0.410736854
GB,GBR,34,male,urban,medium,no,no,I have never heard of it,I would vote for it,‰Û_ gain additional skills,|It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,It might encourage people to stop working,26_39,1.909.410.255
GB,GBR,58,male,rural,low,no,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It increases solidarity because it is funded by everyone,Foreigners might come to my country and take advantage of the benefit,40_65,0.289210011
GB,GBR,28,male,rural,NA,no,yes,I have heard just a little about it,I would vote against it,‰Û_ stop working,|It increases appreciation for household work and volunteering || It creates more equality of opportunity || It increases solidarity because it is funded by everyone|,|Only the people who need it most should get something from the state || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward|,26_39,0.29982819
GB,GBR,25,male,urban,medium,no,no,I know something about it,I would vote against it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || Only the people who need it most should get something from the state || It is impossible to finance || It is against the principle of linking merit and reward || It increases dependence on the state|,14_25,3.326.482.743
GB,GBR,43,male,urban,NA,no,yes,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,40_65,1.057.380.182
GB,GBR,45,male,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It increases solidarity because it is funded by everyone|,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state|,40_65,1.368.167.856
GB,GBR,42,male,urban,NA,yes,yes,I have never heard of it,I would vote against it,None of the above,None of the above,None of the above,40_65,1.057.380.182
GB,GBR,46,male,rural,medium,yes,yes,I have never heard of it,I would probably vote for it,‰Û_ spend more time with my family,It increases solidarity because it is funded by everyone,It is impossible to finance,40_65,0.348299038
GB,GBR,41,female,urban,medium,yes,yes,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,40_65,1.635.288.383
GB,GBR,31,female,urban,high,no,yes,I have never heard of it,I would probably vote for it,‰Û_ spend more time with my family,|It increases solidarity because it is funded by everyone || It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It is impossible to finance || It might encourage people to stop working|,26_39,1.194.747.314
GB,GBR,45,male,rural,high,yes,yes,I understand it fully,I would vote for it,‰Û_ gain additional skills,|It increases solidarity because it is funded by everyone || It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance|,40_65,0.290534145
GB,GBR,18,female,rural,high,no,no,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,|It increases appreciation for household work and volunteering || It encourages financial independence and self-responsibility || It creates more equality of opportunity|,|It is against the principle of linking merit and reward || It increases dependence on the state || It might encourage people to stop working || It is impossible to finance|,14_25,0.325479279
GB,GBR,31,female,urban,high,no,yes,I understand it fully,I would vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,26_39,1.194.747.314
GB,GBR,44,female,rural,medium,yes,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,40_65,0.416300798
GB,GBR,19,female,urban,low,yes,no,I have never heard of it,I would vote for it,None of the above,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It encourages financial independence and self-responsibility|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is impossible to finance || Only the people who need it most should get something from the state|,14_25,1.009.226.925
GB,GBR,49,male,urban,medium,no,no,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,40_65,1.368.167.856
GB,GBR,55,male,urban,high,yes,yes,I understand it fully,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It might encourage people to stop working || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || It increases dependence on the state|,40_65,1.141.259.191
GB,GBR,15,male,rural,low,no,no,I have heard just a little about it,I would vote against it,‰Û_ work less,|It increases solidarity because it is funded by everyone || It creates more equality of opportunity || It increases appreciation for household work and volunteering|,Only the people who need it most should get something from the state,14_25,0.262641283
GB,GBR,62,male,rural,low,yes,no,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state,40_65,0.289210011
GB,GBR,23,male,urban,medium,yes,yes,I understand it fully,I would vote for it,‰Û_ spend more time with my family,|It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It encourages financial independence and self-responsibility || It increases appreciation for household work and volunteering || It creates more equality of opportunity|,None of the above,14_25,3.326.482.743
GB,GBR,45,female,rural,NA,no,no,I have never heard of it,I would vote against it,None of the above,None of the above,None of the above,40_65,0.529233051
GB,GBR,30,female,urban,high,yes,yes,I have never heard of it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,None of the above,26_39,1.194.747.314
GB,GBR,60,female,rural,high,no,yes,I know something about it,I would vote for it,‰Û_ gain additional skills,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses|,Foreigners might come to my country and take advantage of the benefit,40_65,0.362581152
GB,GBR,43,female,rural,medium,yes,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It increases dependence on the state || It is impossible to finance || It might encourage people to stop working|,40_65,0.416300798
GB,GBR,23,male,urban,medium,yes,no,I have heard just a little about it,I would probably vote against it,‰Û_ work less,It reduces bureaucracy and administrative expenses,It is impossible to finance,14_25,3.326.482.743
GB,GBR,25,female,rural,NA,no,no,I understand it fully,I would probably vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,14_25,0.148206279
GB,GBR,16,male,urban,medium,no,no,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,14_25,3.326.482.743
GB,GBR,31,female,rural,high,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs|,|It is against the principle of linking merit and reward || It is impossible to finance || It increases dependence on the state || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,26_39,0.304150794
GB,GBR,19,female,urban,high,no,no,I know something about it,I would probably vote for it,‰Û_ look for a different job,It creates more equality of opportunity,Only the people who need it most should get something from the state,14_25,1.278.528.616
GB,GBR,40,female,rural,medium,yes,yes,I have heard just a little about it,I would vote against it,None of the above,None of the above,Only the people who need it most should get something from the state,40_65,0.416300798
GB,GBR,41,female,rural,high,yes,yes,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It is impossible to finance,40_65,0.362581152
GB,GBR,52,male,urban,high,no,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,It might encourage people to stop working,40_65,1.141.259.191
GB,GBR,43,female,urban,medium,no,yes,I know something about it,I would probably vote against it,‰Û_ work less,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,Only the people who need it most should get something from the state,40_65,1.635.288.383
GB,GBR,35,male,urban,NA,no,no,I have never heard of it,I would vote against it,‰Û_ look for a different job,It increases appreciation for household work and volunteering,|It is impossible to finance || It is against the principle of linking merit and reward || It might encourage people to stop working || Only the people who need it most should get something from the state || It increases dependence on the state|,26_39,1.177.767.513
GB,GBR,46,male,urban,medium,yes,yes,I know something about it,I would vote against it,‰Û_ stop working,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || It is impossible to finance || It increases dependence on the state|,40_65,1.368.167.856
GB,GBR,56,female,urban,high,yes,no,I have never heard of it,I would vote against it,‰Û_ stop working,It reduces anxiety about financing basic needs,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It is against the principle of linking merit and reward|,40_65,142.427.002
GB,GBR,37,female,rural,high,yes,yes,I know something about it,I would probably vote against it,‰Û_ work less,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit,26_39,0.304150794
GB,GBR,38,female,rural,high,yes,yes,I understand it fully,I would vote for it,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It is impossible to finance || Only the people who need it most should get something from the state || It increases dependence on the state || It is against the principle of linking merit and reward|,26_39,0.304150794
GB,GBR,36,female,rural,high,no,no,I know something about it,I would vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses|,Foreigners might come to my country and take advantage of the benefit,26_39,0.304150794
GB,GBR,42,male,rural,medium,yes,yes,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,40_65,0.348299038
GB,GBR,47,male,rural,low,yes,yes,I have heard just a little about it,I would vote against it,‰Û_ work less,It increases solidarity because it is funded by everyone,It is against the principle of linking merit and reward,40_65,0.289210011
GB,GBR,63,male,rural,medium,no,yes,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || It is impossible to finance || It increases dependence on the state|,40_65,0.348299038
GB,GBR,48,male,rural,low,yes,yes,I understand it fully,I would probably vote for it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It reduces bureaucracy and administrative expenses|,|It increases dependence on the state || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,40_65,0.289210011
GB,GBR,19,male,rural,medium,yes,no,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,14_25,0.846833767
GB,GBR,24,female,urban,high,no,no,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It increases dependence on the state || It might encourage people to stop working || It is impossible to finance|,14_25,1.278.528.616
GB,GBR,34,female,rural,high,no,yes,I know something about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It is impossible to finance,26_39,0.304150794
GB,GBR,43,female,rural,high,no,yes,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,|It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs|,|It is impossible to finance || It might encourage people to stop working || It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,0.362581152
GB,GBR,23,female,rural,low,no,yes,I know something about it,I would probably vote against it,‰Û_ do more volunteering work,|It encourages financial independence and self-responsibility || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,14_25,0.256922252
GB,GBR,53,male,urban,medium,yes,no,I have heard just a little about it,I would probably vote against it,‰Û_ look for a different job,None of the above,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It increases dependence on the state|,40_65,1.368.167.856
GB,GBR,53,male,urban,high,yes,yes,I have heard just a little about it,I would probably vote against it,‰Û_ spend more time with my family,It reduces bureaucracy and administrative expenses,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,40_65,1.141.259.191
GB,GBR,38,female,rural,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state,26_39,0.400065272
GB,GBR,54,male,urban,low,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,|Only the people who need it most should get something from the state || It is impossible to finance || It might encourage people to stop working || It increases dependence on the state || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit|,40_65,1.136.057.805
GB,GBR,23,female,urban,medium,no,no,I understand it fully,I would vote for it,‰Û_ look for a different job,|It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs|,It is impossible to finance,14_25,2.095.159.817
GB,GBR,39,male,urban,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ look for a different job,It encourages financial independence and self-responsibility,It is impossible to finance,26_39,1.909.410.255
GB,GBR,37,female,urban,high,yes,yes,I understand it fully,I would probably vote against it,‰Û_ look for a different job,|It encourages financial independence and self-responsibility || It creates more equality of opportunity || It increases solidarity because it is funded by everyone|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,26_39,1.194.747.314
GB,GBR,27,female,rural,medium,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,26_39,0.400065272
GB,GBR,57,male,urban,medium,yes,yes,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,|It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs || It creates more equality of opportunity|,Foreigners might come to my country and take advantage of the benefit,40_65,1.368.167.856
GB,GBR,31,male,urban,high,yes,no,I know something about it,I would vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,|It might encourage people to stop working || It increases dependence on the state|,26_39,1.142.425.954
GB,GBR,43,male,rural,high,no,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs|,|It increases dependence on the state || It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,40_65,0.290534145
GB,GBR,49,female,rural,low,no,yes,I have heard just a little about it,I would probably vote against it,None of the above,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit,40_65,0.333193988
GB,GBR,49,male,urban,medium,no,no,I know something about it,I would probably vote against it,None of the above,None of the above,Only the people who need it most should get something from the state,40_65,1.368.167.856
GB,GBR,24,female,rural,low,yes,no,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,|It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs|,It might encourage people to stop working,14_25,0.256922252
GB,GBR,41,female,urban,high,yes,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,142.427.002
GB,GBR,56,female,urban,medium,yes,no,I know something about it,I would probably vote against it,‰Û_ look for a different job,It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,40_65,1.635.288.383
GB,GBR,46,male,rural,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ work less,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,40_65,0.348299038
GB,GBR,53,female,urban,low,no,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It increases solidarity because it is funded by everyone,It is impossible to finance,40_65,1.308.833.085
GB,GBR,20,male,urban,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,14_25,3.326.482.743
GB,GBR,56,male,urban,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs,|It is impossible to finance || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,40_65,1.141.259.191
GB,GBR,19,female,urban,low,no,no,I have never heard of it,I would not vote,‰Û_ spend more time with my family,It increases solidarity because it is funded by everyone,It is against the principle of linking merit and reward,14_25,1.009.226.925
GB,GBR,45,female,rural,NA,yes,yes,I have never heard of it,I would not vote,None of the above,None of the above,Only the people who need it most should get something from the state,40_65,0.529233051
GB,GBR,43,male,urban,medium,yes,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,40_65,1.368.167.856
GB,GBR,26,female,urban,high,yes,no,I know something about it,I would vote for it,‰Û_ gain additional skills,|It encourages financial independence and self-responsibility || It creates more equality of opportunity|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,26_39,1.194.747.314
GB,GBR,17,female,urban,low,no,no,I understand it fully,I would vote against it,A basic income would not affect my work choices,|It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs|,It might encourage people to stop working,14_25,1.009.226.925
GB,GBR,20,male,urban,high,yes,no,I know something about it,I would not vote,None of the above,None of the above,None of the above,14_25,141.398.811
