countryCode2,countryName,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight
FR,France,19,female,urban,high,no,no,I know something about it,I would vote for it,‰Û_ do more volunteering work,It creates more equality of opportunity,It increases dependence on the state,14_25,0.694116724
FR,France,46,female,rural,NA,yes,yes,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward,40_65,0.990058733
FR,France,52,female,rural,low,no,yes,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,|It increases dependence on the state || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,1.105.930.793
FR,France,45,male,urban,high,yes,yes,I know something about it,I would probably vote against it,‰Û_ work less,It increases appreciation for household work and volunteering,It is impossible to finance,40_65,0.478391917
FR,France,40,male,rural,high,no,no,I have never heard of it,I would vote for it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,None of the above,40_65,0.457324892
FR,France,55,female,rural,medium,no,yes,I have never heard of it,I would probably vote for it,‰Û_ gain additional skills,It increases appreciation for household work and volunteering,|It is impossible to finance || It increases dependence on the state|,40_65,1.359.917.273
FR,France,24,female,urban,low,no,no,I understand it fully,I would probably vote for it,‰Û_ work less,|It increases solidarity because it is funded by everyone || It creates more equality of opportunity|,It is impossible to finance,14_25,1.203.367.467
FR,France,35,female,urban,low,yes,no,I have never heard of it,I would probably vote for it,‰Û_ work less,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It is impossible to finance || It might encourage people to stop working || Only the people who need it most should get something from the state|,26_39,0.559987671
FR,France,35,male,urban,high,yes,no,I understand it fully,I would vote against it,‰Û_ stop working,None of the above,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward|,26_39,0.84578293
FR,France,62,female,urban,low,no,yes,I have never heard of it,I would vote against it,‰Û_ do more volunteering work,None of the above,Only the people who need it most should get something from the state,40_65,1.156.876.352
FR,France,39,female,rural,medium,no,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,None of the above,None of the above,26_39,1.217.659.107
FR,France,43,female,urban,medium,yes,yes,I understand it fully,I would probably vote against it,‰Û_ spend more time with my family,None of the above,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,40_65,1.422.562.915
FR,France,24,male,urban,NA,yes,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,14_25,0.439654401
FR,France,52,female,rural,low,yes,yes,I have never heard of it,I would probably vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,40_65,1.105.930.793
FR,France,36,male,urban,medium,yes,yes,I understand it fully,I would probably vote for it,‰Û_ look for a different job,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,26_39,1.284.402.072
FR,France,22,male,urban,high,no,no,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,|It reduces bureaucracy and administrative expenses || It increases solidarity because it is funded by everyone|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,14_25,0.48130611
FR,France,33,male,rural,medium,yes,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,None of the above,26_39,1.227.840.642
FR,France,47,male,urban,high,no,yes,I know something about it,I would probably vote against it,‰Û_ stop working,|It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs|,|It is against the principle of linking merit and reward || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,0.478391917
FR,France,46,female,rural,medium,yes,yes,I have heard just a little about it,I would vote against it,‰Û_ work as a freelancer,None of the above,Only the people who need it most should get something from the state,40_65,1.359.917.273
FR,France,50,female,urban,NA,no,yes,I have never heard of it,I would vote against it,‰Û_ look for a different job,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,40_65,1.035.666.555
FR,France,32,female,urban,medium,no,yes,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,26_39,1.273.751.517
FR,France,34,male,rural,medium,no,yes,I know something about it,I would not vote,A basic income would not affect my work choices,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward|,26_39,1.227.840.642
FR,France,41,male,urban,high,yes,no,I have never heard of it,I would vote for it,‰Û_ do more volunteering work,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It increases appreciation for household work and volunteering|,None of the above,40_65,0.478391917
FR,France,45,male,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone|,|Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state|,40_65,1.296.589.204
FR,France,29,female,rural,high,yes,no,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,None of the above,|It is against the principle of linking merit and reward || It might encourage people to stop working || It is impossible to finance || It increases dependence on the state|,26_39,0.84229978
FR,France,42,female,rural,high,yes,yes,I understand it fully,I would vote against it,A basic income would not affect my work choices,None of the above,|It is against the principle of linking merit and reward || It is impossible to finance || It might encourage people to stop working || It increases dependence on the state|,40_65,0.822402069
FR,France,35,female,rural,high,yes,no,I have heard just a little about it,I would vote for it,‰Û_ look for a different job,It increases solidarity because it is funded by everyone,It might encourage people to stop working,26_39,0.84229978
FR,France,27,female,rural,medium,yes,no,I understand it fully,I would probably vote against it,‰Û_ work less,It creates more equality of opportunity,It is impossible to finance,26_39,1.217.659.107
FR,France,48,male,urban,high,no,no,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It increases solidarity because it is funded by everyone,It is impossible to finance,40_65,0.478391917
FR,France,33,female,rural,low,yes,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|It increases dependence on the state || Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,26_39,0.535327399
FR,France,44,female,urban,high,no,yes,I know something about it,I would probably vote against it,‰Û_ look for a different job,It creates more equality of opportunity,It increases dependence on the state,40_65,0.860286657
FR,France,20,male,urban,NA,yes,yes,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,It is against the principle of linking merit and reward,14_25,0.439654401
FR,France,36,female,rural,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,26_39,0.84229978
FR,France,52,female,rural,low,no,yes,I have heard just a little about it,I would probably vote for it,None of the above,|It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || It increases dependence on the state|,40_65,1.105.930.793
FR,France,30,male,urban,medium,yes,yes,I have heard just a little about it,I would not vote,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,|It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || It is impossible to finance || It might encourage people to stop working|,26_39,1.284.402.072
FR,France,42,female,urban,high,yes,no,I have heard just a little about it,I would probably vote against it,‰Û_ work as a freelancer,None of the above,|It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || It increases dependence on the state|,40_65,0.860286657
FR,France,24,female,rural,medium,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,14_25,0.881664395
FR,France,64,female,urban,low,no,no,I know something about it,I would vote for it,‰Û_ spend more time with my family,It increases solidarity because it is funded by everyone,It is against the principle of linking merit and reward,40_65,1.156.876.352
FR,France,18,male,urban,medium,no,no,I understand it fully,I would not vote,None of the above,None of the above,None of the above,14_25,1.437.929.047
FR,France,53,female,urban,high,no,yes,I have heard just a little about it,I would probably vote for it,‰Û_ work as a freelancer,It creates more equality of opportunity,It increases dependence on the state,40_65,0.860286657
FR,France,35,female,rural,high,no,yes,I understand it fully,I would vote for it,‰Û_ spend more time with my family,|It increases solidarity because it is funded by everyone || It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || It increases dependence on the state || It is impossible to finance|,26_39,0.84229978
FR,France,59,female,rural,medium,no,no,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward,40_65,1.359.917.273
FR,France,14,female,urban,low,no,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,14_25,1.203.367.467
FR,France,36,male,urban,medium,no,yes,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,26_39,1.284.402.072
FR,France,40,female,urban,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,|Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,1.422.562.915
FR,France,21,female,urban,medium,yes,no,I know something about it,I would probably vote against it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It is against the principle of linking merit and reward || It might encourage people to stop working || It is impossible to finance || It increases dependence on the state || Foreigners might come to my country and take advantage of the benefit|,14_25,0.922278948
FR,France,54,male,urban,high,yes,yes,I know something about it,I would vote for it,‰Û_ work as a freelancer,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,Foreigners might come to my country and take advantage of the benefit,40_65,0.478391917
FR,France,16,male,urban,low,no,no,I know something about it,I would probably vote against it,‰Û_ look for a different job,It creates more equality of opportunity,It increases dependence on the state,14_25,175.269.817
FR,France,51,female,urban,NA,no,yes,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,Only the people who need it most should get something from the state,40_65,1.035.666.555
FR,France,47,male,rural,high,yes,yes,I have heard just a little about it,I would probably vote against it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,40_65,0.457324892
FR,France,19,male,urban,medium,no,no,I have never heard of it,I would not vote,A basic income would not affect my work choices,It creates more equality of opportunity,Only the people who need it most should get something from the state,14_25,1.437.929.047
FR,France,48,female,rural,medium,no,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It increases dependence on the state,40_65,1.359.917.273
FR,France,41,female,rural,low,yes,yes,I have never heard of it,I would probably vote against it,‰Û_ look for a different job,It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,40_65,1.105.930.793
FR,France,43,male,urban,high,yes,no,I have heard just a little about it,I would not vote,‰Û_ work as a freelancer,|It increases solidarity because it is funded by everyone || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses || It creates more equality of opportunity|,Foreigners might come to my country and take advantage of the benefit,40_65,0.478391917
FR,France,28,male,urban,medium,yes,yes,I understand it fully,I would vote for it,‰Û_ work less,It increases solidarity because it is funded by everyone,It is impossible to finance,26_39,1.284.402.072
FR,France,60,male,rural,high,no,yes,I have never heard of it,I would probably vote against it,‰Û_ work less,It reduces anxiety about financing basic needs,|Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || It increases dependence on the state || It might encourage people to stop working || It is impossible to finance|,40_65,0.457324892
FR,France,47,male,rural,low,yes,yes,I have never heard of it,I would probably vote for it,‰Û_ work less,None of the above,It is impossible to finance,40_65,0.92279373
FR,France,20,female,urban,medium,no,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,14_25,0.922278948
FR,France,41,female,rural,high,yes,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward,40_65,0.822402069
FR,France,31,female,rural,medium,no,yes,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,|It reduces bureaucracy and administrative expenses || It encourages financial independence and self-responsibility|,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It might encourage people to stop working|,26_39,1.217.659.107
FR,France,35,female,urban,high,yes,no,I know something about it,I would probably vote for it,‰Û_ stop working,It reduces anxiety about financing basic needs,It is impossible to finance,26_39,0.881100972
FR,France,42,female,rural,medium,yes,yes,I know something about it,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,40_65,1.359.917.273
FR,France,20,female,rural,medium,no,no,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It encourages financial independence and self-responsibility|,|It might encourage people to stop working || It increases dependence on the state || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,14_25,0.881664395
FR,France,30,male,urban,medium,yes,no,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,None of the above,26_39,1.284.402.072
FR,France,21,male,urban,low,no,no,I know something about it,I would probably vote against it,‰Û_ stop working,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state || It is against the principle of linking merit and reward|,14_25,175.269.817
FR,France,18,female,urban,medium,no,no,I know something about it,I would probably vote for it,‰Û_ look for a different job,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,14_25,0.922278948
FR,France,24,male,rural,medium,yes,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,14_25,1.374.606.724
FR,France,49,female,rural,low,yes,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It is impossible to finance,40_65,1.105.930.793
FR,France,25,female,urban,high,yes,no,I understand it fully,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It increases dependence on the state || It is against the principle of linking merit and reward|,14_25,0.694116724
FR,France,51,male,rural,high,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It is against the principle of linking merit and reward || It might encourage people to stop working || Only the people who need it most should get something from the state || It increases dependence on the state|,40_65,0.457324892
FR,France,43,male,urban,medium,yes,no,I understand it fully,I would vote for it,‰Û_ gain additional skills,|It creates more equality of opportunity || It encourages financial independence and self-responsibility|,It is impossible to finance,40_65,1.296.589.204
FR,France,46,male,urban,medium,no,no,I know something about it,I would probably vote for it,‰Û_ gain additional skills,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone|,|It might encourage people to stop working || It is impossible to finance || Only the people who need it most should get something from the state|,40_65,1.296.589.204
FR,France,48,male,urban,high,yes,yes,I have heard just a little about it,I would not vote,None of the above,It reduces bureaucracy and administrative expenses,It is impossible to finance,40_65,0.478391917
FR,France,41,male,urban,high,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It increases dependence on the state,40_65,0.478391917
FR,France,42,female,rural,high,yes,yes,I know something about it,I would not vote,‰Û_ look for a different job,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,Only the people who need it most should get something from the state,40_65,0.822402069
FR,France,28,female,urban,high,yes,no,I know something about it,I would probably vote against it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It is impossible to finance || It might encourage people to stop working || It increases dependence on the state || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit|,26_39,0.881100972
FR,France,58,female,rural,medium,no,yes,I have heard just a little about it,I would probably vote against it,None of the above,It reduces bureaucracy and administrative expenses,It might encourage people to stop working,40_65,1.359.917.273
FR,France,60,female,urban,low,no,yes,I have never heard of it,I would probably vote for it,None of the above,It increases solidarity because it is funded by everyone,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,40_65,1.156.876.352
FR,France,35,male,rural,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ work less,It creates more equality of opportunity,It might encourage people to stop working,26_39,0.808537045
FR,France,28,female,urban,high,yes,yes,I understand it fully,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,Only the people who need it most should get something from the state,26_39,0.881100972
FR,France,36,female,rural,medium,no,yes,I have never heard of it,I would not vote,None of the above,It encourages financial independence and self-responsibility,It might encourage people to stop working,26_39,1.217.659.107
FR,France,19,female,urban,low,no,no,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward,14_25,1.203.367.467
FR,France,50,male,urban,no,yes,yes,I have never heard of it,I would probably vote against it,‰Û_ look for a different job,None of the above,|It is impossible to finance || It is against the principle of linking merit and reward|,40_65,0.965302938
FR,France,41,male,rural,high,yes,yes,I know something about it,I would probably vote against it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs,|It is impossible to finance || It increases dependence on the state|,40_65,0.457324892
FR,France,30,male,urban,medium,yes,yes,I have heard just a little about it,I would vote against it,‰Û_ look for a different job,None of the above,Only the people who need it most should get something from the state,26_39,1.284.402.072
FR,France,39,female,rural,high,no,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,26_39,0.84229978
FR,France,40,male,urban,high,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It increases solidarity because it is funded by everyone || It encourages financial independence and self-responsibility || It creates more equality of opportunity || It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs|,|It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It might encourage people to stop working|,40_65,0.478391917
FR,France,43,female,rural,NA,no,yes,I have never heard of it,I would vote against it,None of the above,None of the above,None of the above,40_65,0.990058733
FR,France,46,female,rural,high,yes,yes,I understand it fully,I would probably vote for it,‰Û_ gain additional skills,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It increases dependence on the state || Only the people who need it most should get something from the state || It is against the principle of linking merit and reward|,40_65,0.822402069
FR,France,28,female,urban,low,no,yes,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,26_39,0.559987671
FR,France,34,female,urban,high,no,no,I have heard just a little about it,I would vote for it,‰Û_ work less,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It is impossible to finance|,26_39,0.881100972
FR,France,25,male,urban,medium,no,no,I have never heard of it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,14_25,1.437.929.047
FR,France,15,male,urban,low,no,no,I have never heard of it,I would probably vote against it,‰Û_ spend more time with my family,None of the above,None of the above,14_25,175.269.817
FR,France,56,male,urban,high,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,|It reduces bureaucracy and administrative expenses || It increases solidarity because it is funded by everyone|,|It increases dependence on the state || Only the people who need it most should get something from the state|,40_65,0.478391917
FR,France,40,female,rural,medium,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ stop working,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,40_65,1.359.917.273
FR,France,22,female,urban,high,no,no,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,|It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|It might encourage people to stop working || Only the people who need it most should get something from the state || It is impossible to finance|,14_25,0.694116724
FR,France,24,male,urban,high,yes,no,I have heard just a little about it,I would probably vote for it,None of the above,It increases appreciation for household work and volunteering,None of the above,14_25,0.48130611
FR,France,53,male,urban,high,yes,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,40_65,0.478391917
FR,France,45,female,urban,no,no,yes,I know something about it,I would probably vote for it,None of the above,None of the above,None of the above,40_65,1.156.876.352
FR,France,45,female,urban,no,yes,yes,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state,40_65,1.156.876.352
FR,France,47,male,rural,high,yes,yes,I know something about it,I would probably vote against it,‰Û_ gain additional skills,It increases appreciation for household work and volunteering,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It might encourage people to stop working || Only the people who need it most should get something from the state|,40_65,0.457324892
FR,France,53,male,urban,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It creates more equality of opportunity,It is against the principle of linking merit and reward,40_65,1.296.589.204
FR,France,18,male,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,None of the above,None of the above,None of the above,14_25,1.437.929.047
FR,France,46,female,urban,high,yes,yes,I understand it fully,I would probably vote for it,‰Û_ do more volunteering work,It creates more equality of opportunity,It is against the principle of linking merit and reward,40_65,0.860286657
FR,France,56,male,urban,high,yes,no,I understand it fully,I would vote against it,‰Û_ gain additional skills,None of the above,It increases dependence on the state,40_65,0.478391917
FR,France,38,male,urban,low,no,no,I have heard just a little about it,I would vote against it,‰Û_ work as a freelancer,It reduces bureaucracy and administrative expenses,It might encourage people to stop working,26_39,0.81600452
FR,France,16,female,urban,low,no,no,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|It increases dependence on the state || It is impossible to finance || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,14_25,1.203.367.467
FR,France,25,male,urban,high,yes,no,I know something about it,I would probably vote for it,None of the above,|It increases appreciation for household work and volunteering || It creates more equality of opportunity || It reduces anxiety about financing basic needs|,Only the people who need it most should get something from the state,14_25,0.48130611
FR,France,52,female,urban,low,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,Only the people who need it most should get something from the state,40_65,1.156.876.352
FR,France,35,male,urban,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,It is impossible to finance,26_39,1.284.402.072
FR,France,42,female,urban,low,yes,yes,I know something about it,I would not vote,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility,It might encourage people to stop working,40_65,1.156.876.352
FR,France,43,female,urban,medium,yes,yes,I understand it fully,I would vote for it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It increases appreciation for household work and volunteering || It encourages financial independence and self-responsibility|,It might encourage people to stop working,40_65,1.422.562.915
FR,France,44,female,urban,NA,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ work as a freelancer,It increases solidarity because it is funded by everyone,It is against the principle of linking merit and reward,40_65,1.035.666.555
FR,France,20,male,urban,medium,yes,no,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,14_25,1.437.929.047
FR,France,42,female,rural,high,no,yes,I have never heard of it,I would not vote,‰Û_ spend more time with my family,It increases solidarity because it is funded by everyone,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,40_65,0.822402069
FR,France,45,male,urban,low,yes,yes,I understand it fully,I would not vote,A basic income would not affect my work choices,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,40_65,0.965302938
FR,France,35,female,urban,high,yes,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,|It increases solidarity because it is funded by everyone || It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It increases dependence on the state || It is impossible to finance|,26_39,0.881100972
FR,France,47,male,urban,low,yes,yes,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state,40_65,0.965302938
FR,France,47,female,urban,medium,no,yes,I understand it fully,I would probably vote against it,None of the above,None of the above,None of the above,40_65,1.422.562.915
FR,France,37,male,rural,medium,yes,no,I know something about it,I would probably vote against it,‰Û_ spend more time with my family,It increases solidarity because it is funded by everyone,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,26_39,1.227.840.642
FR,France,45,male,urban,high,yes,yes,I understand it fully,I would probably vote for it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs,|It might encourage people to stop working || It increases dependence on the state || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,40_65,0.478391917
FR,France,50,male,urban,medium,yes,yes,I have never heard of it,I would probably vote against it,‰Û_ stop working,It creates more equality of opportunity,|It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,1.296.589.204
FR,France,59,female,rural,high,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,It might encourage people to stop working,40_65,0.822402069
FR,France,40,male,urban,medium,yes,yes,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,40_65,1.296.589.204
FR,France,34,male,rural,medium,no,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,None of the above,It is impossible to finance,26_39,1.227.840.642
FR,France,45,male,urban,high,yes,no,I understand it fully,I would probably vote for it,‰Û_ work as a freelancer,|It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs || It creates more equality of opportunity|,None of the above,40_65,0.478391917
FR,France,19,female,rural,medium,no,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,14_25,0.881664395
FR,France,37,female,urban,high,no,yes,I know something about it,I would probably vote against it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility|,Only the people who need it most should get something from the state,26_39,0.881100972
FR,France,54,female,urban,medium,yes,yes,I know something about it,I would probably vote against it,‰Û_ spend more time with my family,None of the above,It increases dependence on the state,40_65,1.422.562.915
FR,France,45,female,urban,high,yes,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state,40_65,0.860286657
FR,France,39,male,urban,high,yes,yes,I know something about it,I would vote for it,A basic income would not affect my work choices,It increases solidarity because it is funded by everyone,Only the people who need it most should get something from the state,26_39,0.84578293
FR,France,24,female,urban,high,no,no,I have never heard of it,I would probably vote for it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It increases dependence on the state || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,14_25,0.694116724
FR,France,45,male,urban,medium,yes,no,I have never heard of it,I would probably vote for it,‰Û_ look for a different job,None of the above,Foreigners might come to my country and take advantage of the benefit,40_65,1.296.589.204
FR,France,30,female,urban,NA,no,yes,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|Only the people who need it most should get something from the state || It is impossible to finance|,26_39,1.126.291.319
FR,France,22,male,urban,high,yes,no,I understand it fully,I would vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,It increases dependence on the state,14_25,0.48130611
FR,France,40,female,urban,NA,yes,yes,I have never heard of it,I would probably vote for it,‰Û_ gain additional skills,None of the above,It increases dependence on the state,40_65,1.035.666.555
FR,France,52,male,rural,low,yes,yes,I know something about it,I would probably vote for it,‰Û_ look for a different job,It encourages financial independence and self-responsibility,It is impossible to finance,40_65,0.92279373
